pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Co powinien pokazać program robót budowlanych przy zabytku wpisanym do rejestru?,"Stan obiektu i kosztorys, lecz bez rozwiązań budowlanych oraz użytych materiałów.","Rozwiązania opisowe bez rysunków, choć program ma pokazać także ich formę graficzną.",Metody robót bez informacji o zachowaniu zabytku przed planowaną ingerencją.,"Stan zachowania, rozwiązania budowlane oraz planowane metody i materiały.",4,Program ma umożliwiać ocenę wpływu robót na chroniony obiekt.
Kiedy wojewódzki konserwator może zażądać projektu budowlanego pomimo złożonego programu robót?,"Gdy program w pełni pozwala ocenić wpływ robót, ale kosztorys jest wysoki.","Wyłącznie po zakończeniu robót, gdy można już ocenić ich rzeczywisty przebieg.",Gdy program nie wystarcza do oceny wpływu planowanych robót na zabytek.,"Gdy dokument tytułu prawnego jest kompletny, niezależnie od zawartości programu.",3,Wezwanie jest uzasadnione niewystarczającą treścią programu robót.
Ile czasu co najmniej trzeba dać wnioskodawcy na złożenie projektu budowlanego po takim wezwaniu?,Nie więcej niż siedem dni na uzupełnienie dokumentacji projektowej.,Co najmniej 14 dni.,"Dokładnie trzydzieści dni, bez możliwości wyznaczenia innego terminu.","Tylko termin ustalony przez właściciela, bez dolnej granicy przewidzianej przez rozporządzenie.",2,Rozporządzenie wymaga terminu nie krótszego niż czternaście dni i pouczenia o skutku jego niedochowania.
"Co może się stać, jeżeli wnioskodawca nie złoży wymaganego po wezwaniu projektu budowlanego?",Wniosek może pozostać bez rozpoznania po uprzednim pouczeniu.,Pozwolenie może zostać wydane automatycznie bez oceny planowanych robót.,Wniosek zostaje merytorycznie oddalony bez uprzedniego pouczenia o skutku braku projektu.,Projekt uznaje się za złożony po upływie terminu wskazanego w wezwaniu.,1,"Wezwanie ma zawierać pouczenie, że brak projektu spowoduje pozostawienie wniosku bez rozpoznania."
Jakie informacje są potrzebne we wniosku o przemieszczenie zabytku nieruchomego?,"Tylko miejsce obecne, bez wskazania nieruchomości docelowej.","Oba miejsca, lecz bez uzasadnienia potrzeby przemieszczenia.","Wyłącznie planowany termin, bez określenia przebiegu przeniesienia obiektu.",Wskazanie obecnego i docelowego miejsca oraz uzasadnienie planowanego przeniesienia.,4,"Organ powinien móc ocenić, skąd i dokąd ma trafić zabytek oraz dlaczego planuje się przemieszczenie."
Jakiego dokumentu dotyczącego miejsca docelowego wymaga wniosek o przemieszczenie zabytku nieruchomego?,Zgody właściciela nieruchomości opuszczanej przez zabytek zamiast docelowej.,"Zgody wykonawcy robót, nawet gdy nie ma praw do gruntu docelowego.","Zgody właściciela nieruchomości, na którą zabytek ma być przeniesiony.",Jedynie oświadczenia wnioskodawcy o przyszłym nabyciu miejsca docelowego.,3,"Rozporządzenie wymaga zgody właściciela miejsca, do którego zabytek ma trafić."
Co dodatkowo należy przedłożyć przy wniosku o przemieszczenie zabytku nieruchomego?,"Sam program robót, bez dokumentu potwierdzającego tytuł prawny.",Tytuł prawny do korzystania z zabytku oraz projekt budowlany albo program robót.,"Tytuł prawny do zabytku, ale bez projektu ani programu przemieszczenia.",Projekt zagospodarowania działki docelowej bez opisu wpływu przemieszczenia na zabytek.,2,Przemieszczenie obiektu nieruchomego wymaga dokumentacji planowanych robót i wykazania uprawnienia wnioskodawcy.
Jaki materiał obrazuje zamierzony podział zabytku nieruchomego we wniosku o pozwolenie?,Wstępny projekt podziału zabytku.,Ostateczny projekt rozbiórki zamiast wstępnego projektu podziału.,Kartę adresową gminy bez graficznego lub opisowego określenia podziału.,"Samą decyzję o wpisie zabytku, bez projektu zamierzonego podziału.",1,"Projekt podziału pokazuje organowi, jak ma zmienić się chroniony zabytek nieruchomy."
Jak określa się lokalizację planowanych badań archeologicznych na lądzie?,"Jedynie nazwą powiatu, bez współrzędnych wskazujących miejsce badań.","Adresem najbliższego muzeum, który zastępuje lokalizację stanowiska.",Mapą całego województwa bez określenia obszaru planowanych badań.,Przez współrzędne geodezyjne lub geograficzne miejsca badań z wymaganą dokładnością.,4,Wniosek musi precyzyjnie wskazywać miejsce prowadzenia badań archeologicznych.
Co opisuje program dołączany do wniosku o pozwolenie na badania archeologiczne?,"Wyłącznie wyniki dawnych wykopalisk, bez opisu planowanych badań.","Plan rozliczenia finansowego, ale bez metody prowadzenia badań.",Planowany zakres i sposób prowadzenia badań archeologicznych.,"Sam harmonogram działań, bez zakresu badań i sposobu dokumentacji.",3,Program jest dokumentem pozwalającym ocenić planowane badania; dołącza się go do wniosku.
Jak można wykazać uprawnienie do badań archeologicznych na cudzym gruncie?,"Tylko mapę działki, bez zgody lub oświadczenia o jej braku.",Zgodę właściciela gruntu albo oświadczenie o jej braku.,Zgodę wójta zamiast stanowiska właściciela lub posiadacza gruntu.,Wyłącznie zapewnienie badacza o posiadaniu sprzętu archeologicznego.,2,Rozporządzenie dopuszcza taki dokument przy wniosku podmiotu zamierzającego prowadzić badania.
Jakiej dodatkowej zgody wymaga wniosek o badania archeologiczne w rezerwacie przyrody?,Zgody właściwego regionalnego dyrektora ochrony środowiska.,"Zgody dyrektora parku narodowego, właściwej dla badań w parku, a nie rezerwacie.",Zgody wojewódzkiego konserwatora jako zamiennika zgody organu ochrony przyrody.,"Zgody właściciela gruntu, która zastępuje wymaganą zgodę dla rezerwatu.",1,Dla badań w rezerwacie rozporządzenie wymaga zgody regionalnego dyrektora ochrony środowiska.
Jak przedstawia się miejsce badań archeologicznych we wniosku składanym dla obszaru lądowego?,Na mapie gminy bez zaznaczenia dokładnego miejsca planowanych badań.,"Wyłącznie na planie wykopów, bez mapy pozwalającej zlokalizować stanowisko.","Na mapie morskiej także dla badań lądowych, bez oznaczenia działek.",Na mapie topograficznej odpowiedniej skali albo prezentacji BDOT10k z zaznaczonym miejscem badań.,4,Załącznik mapowy ma umożliwiać zlokalizowanie planowanych badań.
Jakiej mapy używa się do oznaczenia badań archeologicznych na polskich obszarach morskich?,Zwykłej mapy ewidencji gruntów nadbrzeżnej gminy.,Planu portu bez oznaczenia stanowiska położonego na morzu.,Morskiej mapy nawigacyjnej z zaznaczonym miejscem badań.,Mapy topograficznej lądu zamiast morskiej mapy nawigacyjnej.,3,Dla obszaru morskiego właściwa jest mapa nawigacyjna pokazująca planowane miejsce badań.
Jakie dane o nurkach musi zawierać wniosek dotyczący morskich badań archeologicznych?,"Same nazwiska nurków, bez informacji o posiadanych uprawnieniach.",Imiona i nazwiska osób używających sprzętu nurkowego oraz ich uprawnienia.,"Numery uprawnień bez wskazania osób, które będą nurkować.",Dane kapitana statku zamiast danych osób używających sprzętu nurkowego.,2,Organ musi znać osoby korzystające ze sprzętu nurkowego i ich kwalifikacje.
Co należy podać o jednostkach pływających używanych w morskich badaniach archeologicznych?,Ich liczbę i nazwy oraz nazwy armatorów.,"Tylko liczbę statków, bez nazw jednostek i ich armatorów.","Nazwy portów wypłynięcia, lecz bez identyfikacji jednostek pływających.","Nazwy armatorów, bez podania statków uczestniczących w badaniach.",1,Wniosek identyfikuje jednostki uczestniczące w badaniach i ich armatorów.
"Co jeszcze, poza mapą, programem i tytułem do gruntu, dołącza się do wniosku o badania archeologiczne?","Samo potwierdzenie gotowości muzeum, bez opisu uporządkowania terenu po badaniach.","Tylko plan przywrócenia terenu, bez wskazania jednostki gotowej przyjąć odkrycia.","Oświadczenie o późniejszym wyborze muzeum, bez potwierdzenia jego gotowości.",Gotowość muzeum do przyjęcia odkryć i opis uporządkowania terenu.,4,Rozporządzenie wymaga zaplanowania losu odkrytych zabytków i przywrócenia porządku na terenie badań.
Kogo należy wskazać we wniosku o pozwolenie na poszukiwanie zabytków?,"Wyłącznie właściciela działki, nawet gdy poszukiwania prowadzi inna osoba.","Tylko autora programu poszukiwań, bez wskazania osoby kierującej pracami.",Osobę kierującą poszukiwaniami albo prowadzącą je samodzielnie.,"Samych uczestników zespołu, bez identyfikacji kierującego poszukiwaniami.",3,Wniosek wskazuje osobę odpowiedzialną za prowadzenie poszukiwań.
Jak można wyznaczyć obszar lądowych poszukiwań zabytków we wniosku?,Samą nazwą powiatu bez granic działek objętych poszukiwaniami.,Współrzędnymi punktów załamań albo obrębem ewidencyjnym i numerami działek.,Współrzędnymi środka obszaru zamiast jego punktów załamań.,"Nazwą obrębu, ale bez numerów działek ani współrzędnych obszaru.",2,Rozporządzenie dopuszcza współrzędne lub dane ewidencyjne pozwalające określić granice obszaru.
Co powinien przedstawiać program poszukiwań zabytków?,Zakres oraz sposób prowadzenia zamierzonych poszukiwań.,"Wyłącznie sprzęt wykorzystywany podczas prac, bez sposobu prowadzenia poszukiwań.","Sam czas trwania poszukiwań, bez określenia ich zakresu.","Jedynie cel poszukiwań, bez wskazania metod i obszaru działań.",1,"Program ma opisywać, co i jak będzie wykonywane podczas poszukiwań."
Jak należy oznaczyć planowany obszar poszukiwań zabytków na lądzie?,"Na mapie obejmującej całą gminę, bez granic planowanych poszukiwań.","Wyłącznie na mapie ewidencyjnej, bez dopuszczonej mapy topograficznej lub BDOT10k.",Na morskiej mapie nawigacyjnej dla poszukiwań prowadzonych wyłącznie na lądzie.,Na mapie topograficznej odpowiedniej skali albo prezentacji BDOT10k.,4,Wniosek wymaga mapy z zaznaczonym obszarem poszukiwań.
"Kto powinien kierować pracami konserwatorskimi przy zabytku, gdy jest to warunek pozwolenia?","Osoba wskazana przez właściciela, nawet bez kwalifikacji konserwatorskich.","Kierownik robót budowlanych, którego uprawnienia same zastępują wymagania konserwatorskie.",Osoba spełniająca ustawowe wymagania kwalifikacyjne dla takich prac.,"Każdy uczestnik prac z krótką praktyką, niezależnie od wymagań ustawy.",3,Pozwolenie zawiera warunek wykonywania lub kierowania pracami przez osobę z wymaganymi kwalifikacjami.
Kiedy przekazuje się organowi dane osoby kierującej pracami konserwatorskimi?,"Najpóźniej siedem dni przed pracami, bez dokumentów potwierdzających kwalifikacje.","Najpóźniej 14 dni przed rozpoczęciem prac, wraz z dokumentami kwalifikacji i przyjęciem obowiązku.","Czternaście dni po rozpoczęciu prac, wraz z oświadczeniem kierującego.","Trzydzieści dni przed pracami, ale bez oświadczenia o przyjęciu kierowania.",2,Rozporządzenie wymaga przekazania danych i dokumentów osoby kierującej z czternastodniowym wyprzedzeniem.
Co trzeba zrobić przy zmianie osoby kierującej pracami konserwatorskimi w toku prac?,Przekazać organowi dane i dokumenty nowej osoby na 14 dni przed zmianą.,"Dopiero po zmianie kierującego, w sprawozdaniu końcowym z prac.","Trzy dni przed zmianą, bez dokumentów kwalifikacji nowej osoby.","Tylko właścicielowi zabytku, bez przekazywania danych organowi.",1,Warunek pozwolenia obejmuje również wcześniejsze zgłoszenie zmiany osoby kierującej.
Z jakim minimalnym wyprzedzeniem pozwolenie może nakazać zawiadomienie o określonych czynnościach?,Dopiero w dniu rozpoczęcia zastrzeżonej czynności przy zabytku.,"Co najmniej siedem dni przed czynnością, nawet jeśli pozwolenie wskazuje krótszy termin.","Po zakończeniu działania, wraz z dokumentacją jego przebiegu.",Co najmniej trzy dni przed ich rozpoczęciem.,4,Pozwolenie może nakazać uprzednie zawiadomienie konserwatora albo ministra o terminie konkretnych czynności.
Jaka dokumentacja może być warunkiem pozwolenia na prace konserwatorskie?,Opis prac bez identyfikacji zastosowanych materiałów i miejsc ingerencji.,Dokumentację przekazaną dopiero po sześciu miesiącach od zakończenia prac.,"Zapis przebiegu prac identyfikujący czynności, materiały i odkrycia, przekazany organowi w ciągu trzech miesięcy.","Samą fotografię końcową, bez zapisu czynności i odkryć.",3,Warunek może obejmować dokumentowanie przebiegu i przekazanie opracowania po zakończeniu prac.
Jaki odbiór może przewidywać pozwolenie na prace restauratorskie przy zabytku?,"Wyłącznie odbiór końcowy, bez możliwości zastrzeżenia odbiorów częściowych.",Odbiór częściowy i końcowy wykonanych prac z udziałem konserwatora.,"Odbiór częściowy i końcowy obowiązkowy w każdym pozwoleniu, bez decyzji organu.",Odbiór z udziałem gminy zamiast organu ochrony zabytków.,2,Rozporządzenie pozwala zastrzec odbiory częściowe i końcowe w pozwoleniu na prace konserwatorskie lub restauratorskie.
Jakie kwalifikacje powinny mieć osoby kierujące robotami budowlanymi przy zabytku wpisanym do rejestru?,Uprawnienia budowlane oraz wymagane ustawą doświadczenie przy zabytkach.,"Same uprawnienia budowlane, bez praktyki przy zabytkach nieruchomych.",Praktyka konserwatorska bez wymaganych uprawnień budowlanych.,"Wyłącznie wykształcenie archeologiczne, bez doświadczenia na budowie.",1,Rozporządzenie odsyła do wymagań ustawy: kierowanie robotami lub nadzór wymaga uprawnień budowlanych i praktyki przy zabytkach.
Jak pozwolenie na roboty budowlane opisuje dopuszczoną ingerencję w zabytek?,"Sam zakres robót, bez sposobu ich prowadzenia i daty ważności pozwolenia.","Wyłącznie termin ważności, bez opisu dopuszczonych działań przy zabytku.",Zakres prac restauratorskich zamiast robót budowlanych objętych wnioskiem.,Określa zakres i sposób prowadzenia robót oraz termin ważności pozwolenia.,4,"Pozwolenie wskazuje, jakie roboty mogą być wykonane i jak długo jest ważne."
"Co należy zrobić, gdy podczas robót budowlanych ujawni się nowe zagrożenie dla zabytku?","Zawiadomić dopiero po odbiorze końcowym, gdy zagrożenie już ustąpi.","Powiadomić tylko kierownika budowy, bez przekazania informacji konserwatorowi.","Niezwłocznie zawiadomić wojewódzkiego konserwatora, jeżeli pozwolenie zawiera taki warunek.",Przekazać informację konserwatorowi przy kolejnym wniosku o pozwolenie.,3,Pozwolenie może wymagać szybkiego przekazania organowi informacji o zagrożeniach lub nowych okolicznościach.
Czy każda robota w historycznym układzie urbanistycznym wymaga kierownika z dodatkową praktyką przy zabytkach?,"Tak, dodatkowa praktyka jest obowiązkowa przy każdym budynku na obszarze układu.","Nie, jeśli wpis obejmuje jedynie układ, a nie odrębnie sam budynek.","Nie, bo wpis obszarowy zawsze znosi obowiązek uzyskania pozwolenia na roboty.","Tak, nawet jeśli robota dotyczy jedynie terenu układu i nie ma odrębnego wpisu budynku.",2,"Dla robót na obszarze wpisanego układu przewidziano wyjątek od warunku dotyczącego kwalifikacji kierownika, z wyłączeniem obiektów odrębnie wpisanych."
Kto może kierować badaniami archeologicznymi wskazanymi w pozwoleniu?,Osoba spełniająca ustawowe wymagania dla prowadzenia badań archeologicznych.,"Osoba z doświadczeniem budowlanym, ale bez kwalifikacji do badań archeologicznych.","Właściciel terenu, którego tytuł prawny sam zastępuje kwalifikacje badacza.",Każdy uczestnik wykopalisk wskazany przez muzeum bez spełnienia wymagań ustawy.,1,Pozwolenie zawiera warunek kierowania badaniami lub ich samodzielnego wykonywania przez osobę o odpowiednich kwalifikacjach.
Kiedy organ otrzymuje dane osoby kierującej badaniami archeologicznymi?,"Siedem dni przed badaniami, bez dokumentów potwierdzających kwalifikacje.","Czternaście dni po rozpoczęciu badań, wraz z danymi kierującego.","Trzydzieści dni przed badaniami, ale bez oświadczenia badacza o przyjęciu obowiązku.","Najpóźniej 14 dni przed rozpoczęciem badań, wraz z dokumentami kwalifikacji i oświadczeniem tej osoby.",4,Rozporządzenie nakazuje przedstawić dane kierownika z czternastodniowym wyprzedzeniem.
W jakim najdłuższym terminie po badaniach może być wymagane sprawozdanie z badań archeologicznych?,W terminie do sześciu tygodni od zakończenia badań terenowych.,Dopiero po upływie trzech miesięcy od przekazania znalezisk muzeum.,"W terminie wyznaczonym przez organ, nie dłuższym niż trzy tygodnie od zakończenia badań.","Przed rozpoczęciem badań, na podstawie planu zamiast sprawozdania z wyników.",3,"Pozwolenie może wyznaczyć termin przekazania sprawozdania, ale granicą są trzy tygodnie."
"Kiedy przekazuje się inwentaryzację polową zabytków pozyskanych w badaniach archeologicznych, jeśli taki warunek zawarto w pozwoleniu?","Po dwunastu miesiącach od zakończenia badań, razem z opracowaniem wyników.",W ciągu sześciu miesięcy od zakończenia badań.,"Przed rozpoczęciem wykopalisk, gdy nie ma jeszcze pozyskanych zabytków.",Wyłącznie po przekazaniu zabytków właścicielowi nieruchomości.,2,Rozporządzenie przewiduje sześciomiesięczny termin dla inwentaryzacji polowej i jej dokumentacji.
Jaki najdłuższy okres może wyznaczyć pozwolenie na opracowanie wyników badań archeologicznych?,Do trzech lat od zakończenia badań.,"Do pięciu lat od zakończenia badań, niezależnie od terminu wskazanego przez organ.","Do sześciu miesięcy, bo taki sam termin dotyczy inwentaryzacji polowej.","Bez terminu, jeśli dokumentacja badań została już przekazana.",1,"Organ może określić termin przekazania opracowania, ale nie dłuższy niż trzy lata od zakończenia badań."
Jaki obowiązek dotyczący terenu może zawierać pozwolenie na badania archeologiczne?,Pozostawienie wykopów bez zabezpieczenia jako obowiązkowy stan końcowy.,"Wyłącznie przekazanie znalezisk muzeum, bez uporządkowania miejsca badań.",Przeniesienie stanowiska archeologicznego na sąsiednią działkę po badaniach.,Uporządkowanie terenu po zakończeniu badań.,4,Rozporządzenie dopuszcza warunek uporządkowania terenu po badaniach.
Z jakim minimalnym wyprzedzeniem trzeba zawiadomić organ o terminie poszukiwań?,"Dopiero po rozpoczęciu poszukiwań, kiedy znane są pierwsze wyniki.",Najpóźniej trzy dni przed pracami; dwudniowe wyprzedzenie jest spóźnione.,Co najmniej dwa dni przed rozpoczęciem poszukiwań.,"Czternaście dni przed terminem, razem z danymi kierownika badań archeologicznych.",3,Pozwolenie na poszukiwania zawiera obowiązek wcześniejszego podania terminu rozpoczęcia i zakończenia.
Jakie minimalne wyprzedzenie dotyczy przekazania danych uczestników poszukiwań zabytków?,"Po zakończeniu poszukiwań, wraz z wykazem znalezionych przedmiotów.","Co najmniej dwa dni przed rozpoczęciem poszukiwań, z podaniem imion i nazwisk uczestników.","Najpóźniej w dniu rozpoczęcia prac, bez dwudniowego wyprzedzenia.","Czternaście dni przed poszukiwaniami, tak jak przy zgłoszeniu kierownika badań.",2,Kierujący poszukiwaniami przekazuje imiona i nazwiska uczestników z dwudniowym wyprzedzeniem.
Dlaczego pozwolenie na poszukiwania może wyłączać niektóre części terenu?,Aby chronić zabytki archeologiczne w wyznaczonych strefach zakazu poszukiwań.,"Aby dopasować obszar do preferencji właściciela gruntu, bez względów archeologicznych.",Aby zastąpić mapę poszukiwań ustnym wskazaniem dopuszczonego miejsca.,"Aby wyłączyć obszary poza granicami wydanego pozwolenia, bez stref wewnętrznych.",1,"Organ może wyznaczyć strefy zakazu, jeśli jest to potrzebne dla ochrony zabytków archeologicznych."
Jak zaznacza się wyznaczone strefy zakazu w pozwoleniu na poszukiwania?,"Wyłącznie w opisie słownym pozwolenia, bez oznaczenia stref na mapie.","Na osobnej mapie właściciela, niewłączonej do dokumentacji pozwolenia.","Na mapie wyłącznie granic całego obszaru, bez wewnętrznych stref zakazu.","Na mapie stanowiącej część pozwolenia, w granicach dopuszczonego obszaru poszukiwań.",4,"Mapa pozwolenia pokazuje zarówno obszar poszukiwań, jak i strefy z nich wyłączone."
Jak można przekazywać zawiadomienia wymagane w toku prac objętych pozwoleniem?,"Wyłącznie listownie, bez możliwości wykorzystania środków elektronicznych.","Tylko przez telefon, bez formy pisemnej ani elektronicznej.","Pisemnie, faksem lub środkami komunikacji elektronicznej.",W dowolnej formie ustnej po rozpoczęciu zastrzeżonych czynności.,3,"Rozporządzenie dopuszcza formę pisemną, faks i komunikację elektroniczną dla wskazanych zawiadomień."
Z kim dyrektor urzędu morskiego uzgadnia projekt pozwolenia na morskie badania archeologiczne?,"Z ministrem właściwym do spraw kultury, pomijając miejscowego konserwatora.",Z właściwym wojewódzkim konserwatorem zabytków.,Z wojewodą właściwym dla siedziby armatora statku badawczego.,Wyłącznie z kapitanem portu najbliższego stanowisku archeologicznemu.,2,Dyrektor urzędu morskiego przekazuje projekt pozwolenia wojewódzkiemu konserwatorowi do uzgodnienia.
"Co może przyjąć dyrektor urzędu morskiego, jeśli konserwator nie odpowie w terminie na projekt pozwolenia?",Może uznać projekt za uzgodniony po upływie 14 dni od jego otrzymania przez konserwatora.,Może uznać projekt za uzgodniony już po siedmiu dniach milczenia konserwatora.,Musi zawsze uzyskać pisemną odpowiedź; brak stanowiska nie ma skutku.,Może wydać pozwolenie bez uzgodnienia natychmiast po wysłaniu projektu.,1,Brak stanowiska konserwatora przez czternaście dni pozwala dyrektorowi uznać projekt za uzgodniony.
Co powinna utrwalać dokumentacja konserwacji zabytku ruchomego przed rozpoczęciem prac?,Opis stanu przed pracami bez analizy przyczyn uszkodzeń i bez fotografii.,"Same fotografie zabytku po pracach, bez udokumentowania stanu wyjściowego.",Projekt przyszłego wyglądu bez danych o istniejących zniszczeniach.,Opis i analizę stanu zachowania wraz z przyczynami uszkodzeń oraz fotografie obiektu.,4,"Dokumentacja ma pokazać stan wyjściowy zabytku i przyczyny zniszczeń, aby można było ocenić zakres prac."
Jak dokumentuje się przebieg prac restauratorskich przy zabytku ruchomym?,Jedną fotografią końcową bez opisu wcześniejszych etapów działania.,Wyłącznie zestawieniem kosztów materiałów użytych przy restauracji.,"Opisem, fotografiami i rysunkami kolejnych etapów prac.",Opisowym sprawozdaniem bez zdjęć i rysunków wykonanych czynności.,3,Dokumentacja etapów pozwala odtworzyć wykonane czynności i ocenić ich wpływ na zabytek.
Co powinno pokazywać zakończenie prac przy zabytku ruchomym w dokumentacji?,"Fotografie stanu przed pracami, lecz bez obrazu po konserwacji i bez zaleceń.",Fotografie zabytku po pracach oraz zalecenia konserwatorskie dla właściciela lub posiadacza.,Same zalecenia dla właściciela bez dokumentacji końcowego wyglądu.,Tylko opis rozliczenia prac bez fotografii i wskazówek dotyczących opieki.,2,Dokumentacja obejmuje stan po pracach i wskazówki dotyczące dalszej opieki nad zabytkiem.
Jakie informacje zawiera karta zabytku archeologicznego w dokumentacji badań?,"Lokalizację, powierzchnię i fazy zasiedlenia stanowiska oraz kierownika i termin badań.","Lokalizację stanowiska, lecz bez jego powierzchni, faz zasiedlenia i terminów badań.","Dane kierownika wykopalisk, ale bez identyfikacji samego stanowiska.","Wykaz pojedynczych znalezisk, bez opisu obszaru i przebiegu badań.",1,Karta pozwala zidentyfikować stanowisko i przebieg badań archeologicznych.
Czy pozwolenie konserwatorskie na roboty przy zabytku zastępuje formalności Prawa budowlanego?,Tak; pozwolenie konserwatorskie zastępuje pozwolenie na budowę.,Nie; pozwolenie na budowę zastępuje wcześniejszą zgodę konserwatora.,"Tak, jeśli prace obejmują tylko wnętrze zabytkowego budynku.",Nie; formalności konserwatorskie i budowlane obowiązują odrębnie.,4,Zgoda konserwatorska dotyczy ochrony zabytku; wymagania Prawa budowlanego obowiązują niezależnie.
